STATDATA,PLAYER,NUMERICALDATA,TIME,STAT,DATAINDEX
1434,2,,,1714,0
1435,1,,,1717,0
1437,2,,,1719,0
1438,1,,,1720,0
1439,4,,,1721,0
1440,7,,,1723,0
1441,,3,,1723,1
1442,4,,,1724,0
1443,2,,,1726,0
1444,3,,,1727,0
1445,4,,,1732,0
1446,11,,,1733,0
1447,7,,,1734,0
1448,2,,,1735,0
1449,4,,,1736,0
1450,2,,,1742,0
1451,2,,,1743,0
1452,2,,,1744,0
1453,7,,,1745,0
1454,2,,,1746,0
1455,2,,,1747,0
1456,2,,,1748,0
1457,1,,,1749,0
1458,2,,,1750,0
1460,11,,,1752,0
1461,11,,,1753,0
1462,7,,,1757,0
1463,7,,,1760,0
1465,7,,,1764,0
1466,3,,,1766,0
1467,,2,,1766,1
1470,7,,,1769,0
1471,,2,,1769,1
1472,1,,,1770,0
1474,3,,,1772,0
1475,,2,,1772,1
1476,11,,,1773,0
1478,1,,,1776,0
1479,2,,,1777,0
1480,2,,,1778,0
1481,2,,,1780,0
1482,5,,,1781,0
1483,5,,,1782,0
1484,,2,,1782,1
1485,4,,,1783,0
1486,2,,,1785,0
1487,3,,,1786,0
1488,,2,,1786,1
1489,1,,,1787,0
1490,2,,,1789,0
1491,4,,,1790,0
1492,,3,,1790,1
1493,3,,,1791,0
1494,2,,,1793,0
1495,1,,,1794,0
1496,5,,,1795,0
1497,7,,,1797,0
1498,,3,,1797,1
1499,3,,,1798,0
1500,2,,,1800,0
1501,3,,,1801,0
1502,3,,,1803,0
1503,,3,,1803,1
1504,4,,,1804,0
1505,2,,,1806,0
1506,3,,,1807,0
1507,,3,,1807,1
1508,7,,,1808,0
1509,2,,,1809,0
1510,1,,,1810,0
1511,7,,,1811,0
1512,2,,,1812,0
1513,4,,,1815,0
1514,3,,,1816,0
1515,4,,,1817,0
1516,3,,,1818,0
1519,7,,,1823,0
1520,,3,,1823,1
1521,11,,,1824,0
1522,2,,,1826,0
1523,2,,,1827,0
1524,2,,,1828,0
1525,3,,,1830,0
1526,,2,,1830,1
1527,7,,,1831,0
1528,2,,,1833,0
1529,7,,,1834,0
1530,5,,,1837,0
1531,,2,,1837,1
1532,1,,,1838,0
1533,2,,,1839,0
1534,11,,,1840,0
1535,1,,,1840,1
1536,5,,,1842,0
1537,2,,,1843,0
1538,2,,,1844,0
1540,7,,,1847,0
1541,,3,,1847,1
1542,3,,,1848,0
1544,3,,,1851,0
1545,2,,,1854,0
1546,1,,,1855,0
1547,4,,,1856,0
1548,2,,,1857,0
1549,2,,,1859,0
1550,1,,,1860,0
1552,5,,,1862,0
1553,,2,,1862,1
1554,3,,,1863,0
1557,3,,,1867,0
1560,5,,,1873,0
1561,2,,,1877,0
1562,3,,,1879,0
1563,3,,,1880,0
1564,,3,,1880,1
1565,3,,,1881,0
1566,,1,,1881,1
1567,7,,,1882,0
1568,1,,,1883,0
1569,,3,,1883,1
1570,7,,,1884,0
1571,2,,,1885,0
1572,7,,,1886,0
1573,2,,,1888,0
1574,7,,,1889,0
1575,,2,,1889,1
1576,3,,,1890,0
1577,2,,,1891,0
1578,4,,,1892,0
1579,4,,,1894,0
1580,2,,,1895,0
1581,3,,,1896,0
1582,,3,,1896,1
1583,4,,,1897,0
1584,2,,,1899,0
1585,4,,,1900,0
1586,3,,,1901,0
1587,5,,,1904,0
1588,,1,,1904,1
1589,2,,,1905,0
1590,2,,,1914,0
1591,11,,,1915,0
1592,7,,,1917,0
1593,,1,,1917,1
1594,7,,,1920,0
1595,11,,,1920,1
1596,1,,,1920,2
1597,3,,,1920,3
1598,4,,,1920,4
1599,2,,,1920,5
1600,2,,,1921,0
1601,7,,,1922,0
1603,5,,,1924,0
1604,3,,,1925,0
1605,,3,,1925,1
1606,11,,,1926,0
1607,2,,,1928,0
1608,5,,,1929,0
1609,5,,,1932,0
1610,7,,,1933,0
1611,5,,,1936,0
1612,,2,,1936,1
1613,3,,,1937,0
1614,2,,,1939,0
1615,1,,,1940,0
1616,2,,,1941,0
1617,1,,,1943,0
1618,7,,,1944,0
1619,5,,,1946,0
1620,,2,,1946,1
1621,3,,,1947,0
1622,2,,,1948,0
1623,3,,,1949,0
1624,2,,,1951,0
1625,3,,,1952,0
1626,4,,,1953,0
1627,3,,,1955,0
1628,,3,,1955,1
1629,4,,,1956,0
1630,2,,,1957,0
1631,3,,,1958,0
1632,4,,,1962,0
1633,1,,,1963,0
1634,3,,,1965,0
1635,,2,,1965,1
1636,7,,,1966,0
1637,2,,,1967,0
1638,7,,,1968,0
1639,3,,,1970,0
1640,,3,,1970,1
1641,11,,,1971,0
1642,2,,,1973,0
1643,2,,,1974,0
1644,7,,,1975,0
1645,7,,,1976,0
1646,3,,,1978,0
1647,,3,,1978,1
1648,11,,,1979,0
1649,2,,,1980,0
1650,11,,,1981,0
1651,,3,,1981,1
1652,11,,,1982,0
1653,2,,,1983,0
1654,7,,,1984,0
1655,1,,,1985,0
1656,2,,,1986,0
1657,7,,,1989,0
1658,,3,,1989,1
1659,7,,,1990,0
1660,2,,,1992,0
1661,5,,,1993,0
1662,,2,,1993,1
1663,11,,,1994,0
1664,2,,,1995,0
1665,7,,,1996,0
1666,11,,,1997,0
1667,2,,,1998,0
1668,7,,,1999,0
1669,2,,,2001,0
1670,7,,,2002,0
1671,7,,,2003,0
1672,3,,,2005,0
1673,,3,,2005,1
1674,1,,,2006,0
1675,2,,,2008,0
1676,5,,,2009,0
1677,7,,,2010,0
1678,,3,,2010,1
1679,4,,,2011,0
1680,2,,,2012,0
1681,7,,,2013,0
1682,5,,,2015,0
1683,,2,,2015,1
1684,4,,,2016,0
1685,2,,,2017,0
1686,5,,,2018,0
1687,,0,,2018,1
1689,1,,,2024,0
1690,3,,,2026,0
1691,,3,,2026,1
1692,3,,,2027,0
1693,2,,,2028,0
1694,2,,,2029,0
1695,3,,,2031,0
1696,,2,,2031,1
1697,4,,,2032,0
1698,2,,,2034,0
1699,3,,,2035,0
1700,5,,,2036,0
1701,4,,,2037,0
1702,2,,,2038,0
1703,4,,,2039,0
1705,7,,,2044,0
1706,4,,,2046,0
1707,7,,,2048,0
1708,,1,,2048,1
1709,2,,,2049,0
1710,7,,,2051,0
1711,2,,,2053,0
1712,7,,,2056,0
1713,11,,,2057,0
1714,3,,,2059,0
1715,,3,,2059,1
1716,3,,,2060,0
1717,2,,,2061,0
1718,3,,,2062,0
1719,2,,,2064,0
1720,5,,,2065,0
1721,4,,,2066,0
1722,5,,,2068,0
1723,2,,,2069,0
1724,2,,,2070,0
1725,1,,,2071,0
1726,2,,,2072,0
1727,5,,,2073,0
1728,3,,,2074,0
1729,2,,,2076,0
1730,5,,,2077,0
1731,2,,,2078,0
1732,2,,,2079,0
1733,5,,,2082,0
1734,4,,,2083,0
1735,3,,,2084,0
1736,2,,,2086,0
1737,5,,,2087,0
1738,7,,,2088,0
1739,7,,,2091,0
1740,,3,,2091,1
1741,3,,,2092,0
1742,2,,,2094,0
1743,1,,,2095,0
1744,1,,,2096,0
1745,1,,,2097,0
1746,2,,,2098,0
1747,3,,,2099,0
1748,2,,,2101,0
1749,3,,,2102,0
1750,,3,,2102,1
1751,3,,,2103,0
1752,2,,,2105,0
1753,3,,,2106,0
1754,5,,,2107,0
1755,3,,,2108,0
1756,2,,,2110,0
1757,7,,,2111,0
1758,,3,,2111,1
1763,4,,,2116,0
1764,2,,,2118,0
1765,4,,,2119,0
1766,11,,,2120,0
1767,5,,,2122,0
1768,,3,,2122,1
1769,11,,,2123,0
1770,2,,,2125,0
1771,2,,,2126,0
1772,3,,,2127,0
1773,5,,,2129,0
1774,,3,,2129,1
1775,11,,,2130,0
1776,2,,,2131,0
1777,11,,,2134,0
1778,1,,,2134,1
1779,3,,,2134,2
1780,6,,,2134,3
1781,2,,,2134,4
1782,7,,,2134,5
1783,2,,,2135,0
1784,3,,,2136,0
1785,2,,,2137,0
1786,11,,,2140,0
1787,11,,,2143,0
1788,11,,,2148,0
1789,7,,,2149,0
1790,,3,,2149,1
1791,3,,,2150,0
1792,2,,,2152,0
1795,1,,,2154,0
1797,7,,,2157,0
1798,,3,,2157,1
1799,2,,,2159,0
1801,1,,,2161,0
1802,3,,,2165,0
1803,5,,,2167,0
1804,,2,,2167,1
1805,7,,,2168,0
1806,2,,,2169,0
1807,6,,,2170,0
1808,3,,,2172,0
1809,,1,,2172,1
1810,7,,,2173,0
1811,2,,,2175,0
1812,5,,,2176,0
1814,5,,,2182,0
1816,5,,,2185,0
1817,5,,,2187,0
1818,11,,,2188,0
1819,3,,,2190,0
1820,,1,,2190,1
1821,7,,,2191,0
1822,2,,,2192,0
1823,7,,,2193,0
1824,3,,,2194,0
1825,2,,,2195,0
1826,5,,,2196,0
1827,,2,,2196,1
1828,11,,,2197,0
1831,2,,,2203,0
1832,5,,,2204,0
1833,5,,,2206,0
1834,,1,,2206,1
1835,11,,,2207,0
1836,3,,,2208,0
1837,3,,,2210,0
1838,,3,,2210,1
1839,11,,,2211,0
1840,2,,,2212,0
1841,7,,,2215,0
1842,7,,,2218,0
1843,7,,,2219,0
1844,,2,,2219,1
1845,1,,,2220,0
1846,2,,,2221,0
1847,7,,,2224,0
1848,7,,,2227,0
1849,2,,,2228,0
1850,2,,,2229,0
1851,1,,,2230,0
1852,2,,,2231,0
1853,1,,,2232,0
1854,2,,,2234,0
1855,7,,,2235,0
1856,3,,,2236,0
1857,11,,,2237,0
1858,3,,,2237,1
1859,7,,,2239,0
1860,3,,,2241,0
1861,,2,,2241,1
1862,11,,,2242,0
1863,2,,,2244,0
1865,11,,,2246,0
1866,3,,,2248,0
1867,,2,,2248,1
1868,1,,,2249,0
1869,2,,,2250,0
1870,5,,,2251,0
1871,,3,,2251,1
1872,1,,,2252,0
1873,2,,,2254,0
1874,1,,,2255,0
1875,6,,,2256,0
1876,3,,,2256,1
1877,1,,,2258,0
1878,10,,,2260,0
1879,1,,,2260,1
1882,7,,,2264,0
1883,,2,,2264,1
1884,3,,,2265,0
1885,2,,,2267,0
1886,7,,,2268,0
1887,,3,,2268,1
1888,3,,,2269,0
1889,2,,,2271,0
1890,7,,,2272,0
1891,,3,,2272,1
1892,2,,,2273,0
1893,2,,,2275,0
1894,12,,,2276,0
1895,2,,,2276,1
1896,12,,,2277,0
1897,3,,,2278,0
1898,5,,,2279,0
1899,3,,,2280,0
1900,12,,,2281,0
1901,5,,,2282,0
1902,5,,,2285,0
1903,,0,,2285,1
1904,3,,,2287,0
1905,,2,,2287,1
1906,7,,,2288,0
1907,12,,,2290,0
1908,5,,,2291,0
1909,11,,,2294,0
1910,3,,,2296,0
1911,,2,,2296,1
1912,11,,,2297,0
1913,12,,,2299,0
1914,1,,,2300,0
1915,10,,,2300,1
1916,12,,,2301,0
1917,3,,,2302,0
1918,5,,,2304,0
1919,,2,,2304,1
1920,1,,,2305,0
1921,12,,,2307,0
1922,7,,,2308,0
1923,6,,,2311,0
1924,1,,,2311,1
1925,3,,,2311,2
1926,11,,,2311,3
1927,2,,,2311,4
1928,7,,,2311,5
1929,2,,,2312,0
1930,5,,,2314,0
1931,5,,,2317,0
1932,,1,,2317,1
1933,1,,,2318,0
1934,2,,,2319,0
1935,7,,,2320,0
1936,11,,,2321,0
1937,2,,,2322,0
1938,11,,,2323,0
1939,2,,,2325,0
1940,1,,,2326,0
1941,2,,,2327,0
1942,2,,,2328,0
1943,2,,,2329,0
1944,2,,,2330,0
1945,3,,,2331,0
1946,2,,,2332,0
1947,5,,,2333,0
1948,5,,,2335,0
1949,,0,,2335,1
1950,7,,,2337,0
1951,,1,,2337,1
1952,3,,,2338,0
1953,2,,,2339,0
1954,1,,,2340,0
1955,2,,,2342,0
1958,5,,,2346,0
1959,,2,,2346,1
1960,11,,,2347,0
1961,2,,,2349,0
1962,3,,,2350,0
1963,11,,,2351,0
1964,2,,,2352,0
1965,3,,,2353,0
1966,11,,,2354,0
1967,2,,,2356,0
1968,7,,,2357,0
1969,,2,,2357,1
1970,7,,,2358,0
1971,2,,,2359,0
1972,3,,,2360,0
1973,,3,,2360,1
1974,1,,,2361,0
1975,2,,,2362,0
1976,7,,,2363,0
1977,2,,,2365,0
1978,11,,,2366,0
1979,2,,,2367,0
1980,5,,,2369,0
1981,,1,,2369,1
1982,7,,,2370,0
1983,2,,,2371,0
1984,5,,,2372,0
1985,,3,,2372,1
1986,7,,,2373,0
1987,2,,,2375,0
1988,3,,,2376,0
1989,,2,,2376,1
1990,7,,,2377,0
1991,2,,,2378,0
1992,1,,,2379,0
1993,7,,,2380,0
1994,2,,,2382,0
1995,2,,,2383,0
1996,6,,,2384,0
1997,5,,,2386,0
1998,,1,,2386,1
1999,7,,,2387,0
2000,2,,,2388,0
2001,7,,,2389,0
2002,3,,,2391,0
2003,,2,,2391,1
2004,7,,,2392,0
2005,2,,,2394,0
2006,3,,,2395,0
2007,,1,,2395,1
2008,1,,,2396,0
2009,2,,,2397,0
2010,1,,,2398,0
2011,3,,,2399,0
2012,2,,,2400,0
2013,7,,,2401,0
2014,2,,,2402,0
2015,6,,,2403,0
2016,3,,,2405,0
2017,,3,,2405,1
2018,1,,,2406,0
2019,2,,,2408,0
2021,7,,,2410,0
2023,7,,,2413,0
2024,7,,,2415,0
2025,3,,,2416,0
2026,2,,,2417,0
2027,7,,,2418,0
2028,,3,,2418,1
2029,3,,,2419,0
2030,2,,,2421,0
2031,7,,,2422,0
2032,3,,,2423,0
2033,7,,,2425,0
2034,5,,,2427,0
2035,,0,,2427,1
2036,3,,,2429,0
2037,,2,,2429,1
2038,1,,,2430,0
2039,2,,,2431,0
2040,7,,,2432,0
2041,3,,,2433,0
2042,2,,,2435,0
2043,5,,,2436,0
2044,7,,,2437,0
2045,3,,,2438,0
2046,2,,,2440,0
2047,5,,,2441,0
2048,11,,,2442,0
2051,5,,,2446,0
2052,,1,,2446,1
2053,7,,,2447,0
2054,2,,,2448,0
2055,11,,,2451,0
2056,1,,,2453,0
2057,11,,,2454,0
2058,5,,,2456,0
2059,,1,,2456,1
2060,3,,,2457,0
2061,2,,,2458,0
2062,11,,,2459,0
2063,,2,,2459,1
2064,3,,,2460,0
2065,2,,,2462,0
2066,3,,,2463,0
2067,7,,,2464,0
2068,3,,,2466,0
2069,5,,,2467,0
2070,3,,,2470,0
2071,,1,,2470,1
2072,2,,,2471,0
2073,2,,,2473,0
2074,3,,,2474,0
2075,,2,,2474,1
2076,7,,,2475,0
2077,2,,,2477,0
2078,11,,,2478,0
2079,11,,,2481,0
2080,7,,,2482,0
2081,2,,,2484,0
2082,11,,,2485,0
2083,7,,,2488,0
2084,,1,,2488,1
2085,3,,,2489,0
2086,2,,,2490,0
2087,7,,,2491,0
2088,5,,,2493,0
2089,,2,,2493,1
2090,6,,,2494,0
2091,2,,,2496,0
2092,5,,,2497,0
2093,5,,,2499,0
2094,,3,,2499,1
2095,1,,,2500,0
2096,2,,,2501,0
2097,7,,,2504,0
2098,7,,,2505,0
2099,3,,,2506,0
2100,2,,,2507,0
2101,3,,,2510,0
2102,,2,,2510,1
2103,1,,,2511,0
2104,2,,,2512,0
2105,3,,,2513,0
2106,2,,,2515,0
2107,7,,,2516,0
2108,,3,,2516,1
2109,1,,,2517,0
2110,2,,,2519,0
2111,5,,,2520,0
2112,5,,,2523,0
2113,11,,,2524,0
2114,3,,,2525,0
2115,2,,,2527,0
2116,5,,,2528,0
2117,11,,,2529,0
2118,3,,,2529,1
2119,7,,,2531,0
2120,4,,,2531,1
2121,1,,,2531,2
2122,3,,,2531,3
2123,11,,,2531,4
2124,2,,,2531,5
2125,2,,,2532,0
2126,7,,,2533,0
2127,3,,,2534,0
2128,7,,,2535,0
2129,1,,,2536,0
2130,3,,,2538,0
2131,,0,,2538,1
2132,7,,,2540,0
2133,,0,,2540,1
2134,7,,,2542,0
2135,,3,,2542,1
2136,4,,,2543,0
2137,2,,,2544,0
2138,1,,,2545,0
2139,2,,,2546,0
2140,4,,,2547,0
2141,7,,,2549,0
2142,,3,,2549,1
2143,3,,,2550,0
2144,2,,,2551,0
2145,4,,,2554,0
2146,11,,,2555,0
2147,1,,,2559,0
2148,3,,,2560,0
2149,1,,,2562,0
2150,1,,,2565,0
2151,11,,,2566,0
2152,7,,,2568,0
2153,,1,,2568,1
2154,3,,,2569,0
2155,2,,,2571,0
2156,11,,,2572,0
2157,2,,,2573,0
2158,7,,,2574,0
2159,,1,,2574,1
2160,3,,,2577,0
2161,,2,,2577,1
2162,11,,,2578,0
2163,2,,,2579,0
2164,2,,,2580,0
2165,3,,,2582,0
2166,3,,,2584,0
2167,,2,,2584,1
2168,7,,,2585,0
2169,2,,,2586,0
2170,5,,,2589,0
2171,5,,,2592,0
2172,3,,,2593,0
2173,7,,,2594,0
2174,2,,,2595,0
2175,2,,,2596,0
2176,3,,,2598,0
2177,,2,,2598,1
2178,7,,,2599,0
2179,2,,,2601,0
2180,2,,,2602,0
2182,7,,,2608,0
2183,2,,,2609,0
2185,2,,,2613,0
2186,2,,,2614,0
2187,3,,,2616,0
2188,,2,,2616,1
2191,4,,,2620,0
2192,2,,,2622,0
2193,7,,,2623,0
2194,7,,,2626,0
2195,4,,,2627,0
2196,7,,,2629,0
2197,,3,,2629,1
2198,3,,,2630,0
2199,2,,,2632,0
2200,4,,,2633,0
2201,3,,,2634,0
2202,1,,,2635,0
2203,2,,,2637,0
2204,7,,,2638,0
2205,,2,,2638,1
2206,11,,,2639,0
2207,2,,,2640,0
2208,1,,,2643,0
2209,1,,,2646,0
2210,11,,,2647,0
2211,3,,,2647,1
2212,1,,,2651,0
2214,2,,,2654,0
2215,11,,,2654,1
2216,1,,,2656,0
2217,1,,,2657,0
2218,3,,,2658,0
2219,2,,,2660,0
2220,1,,,2661,0
2221,3,,,2662,0
2222,1,,,2664,0
2223,1,,,2666,0
2224,7,,,2667,0
2225,11,,,2668,0
2226,2,,,2669,0
2227,7,,,2670,0
2228,2,,,2671,0
2229,2,,,2672,0
2230,11,,,2673,0
2231,2,,,2673,1
2232,1,,,2675,0
2233,5,,,2676,0
2234,7,,,2677,0
2235,11,,,2678,0
2236,3,,,2679,0
2237,2,,,2680,0
2238,3,,,2683,0
2239,,2,,2683,1
2240,11,,,2684,0
2241,2,,,2686,0
2242,7,,,2687,0
2243,,3,,2687,1
2244,3,,,2688,0
2245,2,,,2690,0
2246,3,,,2691,0
2247,,2,,2691,1
2248,11,,,2692,0
2249,2,,,2694,0
2250,3,,,2695,0
2251,2,,,2697,0
2252,3,,,2698,0
2253,2,,,2699,0
2254,4,,,2700,0
2255,7,,,2703,0
2256,,0,,2703,1
2257,7,,,2705,0
2258,,3,,2705,1
2259,11,,,2706,0
2260,2,,,2707,0
2261,3,,,2708,0
2262,2,,,2709,0
2263,7,,,2710,0
2264,,1,,2710,1
2265,11,,,2711,0
2266,2,,,2712,0
2267,5,,,2713,0
2268,3,,,2714,0
2269,2,,,2716,0
2270,11,,,2717,0
2271,7,,,2719,0
2272,,3,,2719,1
2273,11,,,2720,0
2274,2,,,2722,0
2275,3,,,2723,0
2277,7,,,2726,0
2278,11,,,2726,1
2280,3,,,2729,0
2281,3,,,2731,0
2282,,3,,2731,1
2283,7,,,2732,0
2284,2,,,2734,0
2286,5,,,2736,0
2287,5,,,2738,0
2289,7,,,2741,0
2290,3,,,2743,0
2291,,1,,2743,1
2292,7,,,2744,0
2293,2,,,2746,0
2294,2,,,2747,0
2295,4,,,2750,0
2296,3,,,2752,0
2297,,1,,2752,1
2298,4,,,2753,0
2299,2,,,2755,0
2300,5,,,2756,0
2301,,1,,2756,1
2302,1,,,2757,0
2303,2,,,2759,0
2304,7,,,2760,0
2305,1,,,2761,0
2306,3,,,2762,0
2307,1,,,2763,0
2308,2,,,2765,0
2309,3,,,2766,0
2310,2,,,2767,0
2312,5,,,2770,0
2313,7,,,2772,0
2314,,3,,2772,1
2315,3,,,2773,0
2316,2,,,2775,0
2317,4,,,2776,0
2318,7,,,2777,0
2319,,3,,2777,1
2320,3,,,2778,0
2321,2,,,2780,0
2322,4,,,2781,0
2323,7,,,2782,0
2324,3,,,2783,0
2325,2,,,2784,0
2326,11,,,2785,0
2327,7,,,2787,0
2328,,2,,2787,1
2329,3,,,2788,0
2330,2,,,2790,0
2331,1,,,2791,0
2332,11,,,2792,0
2333,7,,,2794,0
2334,,3,,2794,1
2335,11,,,2795,0
2336,2,,,2797,0
2337,3,,,2798,0
2338,,2,,2798,1
2339,3,,,2799,0
2340,2,,,2801,0
2342,3,,,2803,0
2344,3,,,2806,0
2345,7,,,2808,0
2346,2,,,2810,0
2347,3,,,2811,0
2348,,1,,2811,1
2349,5,,,2812,0
2350,7,,,2813,0
2351,3,,,2815,0
2352,,3,,2815,1
2353,7,,,2816,0
2354,2,,,2818,0
2355,2,,,2819,0
2356,4,,,2820,0
2357,5,,,2821,0
2358,3,,,2823,0
2359,,2,,2823,1
2360,1,,,2824,0
2361,2,,,2826,0
2362,7,,,2827,0
2363,2,,,2828,0
2364,7,,,2830,0
2365,,2,,2830,1
2366,3,,,2831,0
2367,2,,,2832,0
2368,1,,,2833,0
2369,2,,,2834,0
2370,4,,,2837,0
2371,3,,,2838,0
2372,7,,,2840,0
2373,,3,,2840,1
2374,3,,,2841,0
2375,2,,,2842,0
2376,1,,,2847,0
2377,3,,,2848,0
2378,3,,,2849,0
2379,2,,,2850,0
2381,11,,,2853,0
2382,11,,,2855,0
2383,2,,,2857,0
2384,3,,,2858,0
2385,11,,,2859,0
2386,5,,,2861,0
2387,,3,,2861,1
2388,7,,,2862,0
2389,2,,,2863,0
2390,5,,,2866,0
2391,5,,,2869,0
2392,2,,,2870,0
2393,3,,,2872,0
2394,,3,,2872,1
2395,7,,,2873,0
2396,2,,,2875,0
2397,2,,,2876,0
2398,2,,,2877,0
2399,2,,,2878,0
2400,7,,,2879,0
2401,2,,,2880,0
2402,7,,,2881,0
2403,2,,,2882,0
2404,1,,,2883,0
2405,1,,,2885,0
2406,5,,,2886,0
2407,3,,,2888,0
2408,,1,,2888,1
2409,5,,,2891,0
2410,,3,,2891,1
2411,1,,,2892,0
2412,2,,,2894,0
2413,12,,,2895,0
2414,13,,,2895,1
2415,19,,,2895,2
2416,20,,,2895,3
2417,15,,,2895,4
2418,23,,,2895,5
2419,12,,,2896,0
2422,13,,,2900,0
2423,12,,,2902,0
2424,13,,,2903,0
2425,13,,,2906,0
2426,13,,,2912,0
2427,13,,,2915,0
2428,14,,,2917,0
2429,,2,,2917,1
2430,20,,,2918,0
2431,12,,,2919,0
2432,12,,,2920,0
2433,12,,,2921,0
2434,14,,,2924,0
2436,14,,,2929,0
2437,13,,,2930,0
2438,15,,,2931,0
2439,12,,,2932,0
2440,14,,,2935,0
2441,14,,,2938,0
2442,13,,,2939,0
2443,20,,,2940,0
2444,12,,,2941,0
2445,15,,,2942,0
2446,12,,,2943,0
2447,13,,,2944,0
2448,15,,,2945,0
2449,12,,,2946,0
2450,20,,,2953,0
2451,20,,,2956,0
2452,14,,,2957,0
2453,15,,,2959,0
2454,,2,,2959,1
2455,12,,,2960,0
2456,12,,,2961,0
2457,14,,,2964,0
2458,,3,,2964,1
2459,15,,,2965,0
2460,12,,,2967,0
2461,13,,,2970,0
2462,,2,,2970,1
2464,15,,,2974,0
2465,14,,,2976,0
2466,,2,,2976,1
2467,15,,,2977,0
2468,12,,,2978,0
2469,13,,,2979,0
2470,12,,,2981,0
2471,25,,,2984,0
2472,23,,,2984,1
2473,25,,,2985,0
2474,23,,,2987,0
2475,25,,,2987,1
2476,13,,,2988,0
2477,,2,,2988,1
2478,12,,,2989,0
2479,12,,,2991,0
2480,12,,,2992,0
2481,14,,,2993,0
2482,19,,,2994,0
2483,12,,,2995,0
2484,13,,,2996,0
2485,12,,,2997,0
2486,15,,,2998,0
2487,20,,,3000,0
2488,,0,,3000,1
2489,14,,,3002,0
2490,,2,,3002,1
2491,19,,,3003,0
2492,12,,,3004,0
2493,12,,,3005,0
2494,12,,,3006,0
2495,14,,,3007,0
2496,12,,,3008,0
2497,12,,,3009,0
2498,13,,,3012,0
2499,13,,,3015,0
2500,13,,,3018,0
2501,13,,,3020,0
2502,13,,,3021,0
2503,12,,,3022,0
2504,19,,,3023,0
2505,21,,,3025,0
2506,13,,,3025,1
2507,21,,,3026,0
2508,14,,,3027,0
2509,,2,,3027,1
2510,21,,,3028,0
2511,,2,,3028,1
2512,15,,,3029,0
2513,12,,,3031,0
2514,15,,,3032,0
2515,,1,,3032,1
2516,14,,,3035,0
2517,,1,,3035,1
2518,14,,,3040,0
2519,21,,,3041,0
2520,15,,,3042,0
2521,12,,,3044,0
2522,14,,,3045,0
2523,,1,,3045,1
2524,20,,,3048,0
2525,20,,,3051,0
2526,14,,,3052,0
2527,15,,,3053,0
2528,12,,,3054,0
2529,20,,,3059,0
2530,20,,,3060,0
2531,15,,,3063,0
2532,,2,,3063,1
2533,12,,,3064,0
2534,12,,,3065,0
2535,20,,,3066,0
2536,13,,,3069,0
2537,21,,,3069,1
2538,15,,,3070,0
2539,12,,,3072,0
2540,13,,,3073,0
2541,,2,,3073,1
2542,12,,,3074,0
2543,12,,,3076,0
2544,14,,,3077,0
2545,,2,,3077,1
2546,13,,,3078,0
2547,12,,,3079,0
2548,12,,,3082,0
2549,24,,,3082,1
2550,19,,,3082,2
2551,17,,,3082,3
2552,16,,,3082,4
2553,23,,,3082,5
2554,26,,,3084,0
2555,17,,,3084,1
2556,12,,,3085,0
2557,12,,,3088,0
2558,25,,,3089,0
2559,24,,,3090,0
2560,12,,,3092,0
2561,12,,,3093,0
2562,25,,,3094,0
2563,24,,,3095,0
2564,12,,,3097,0
2566,12,,,3099,0
2567,12,,,3101,0
2568,19,,,3102,0
2569,12,,,3104,0
2570,25,,,3105,0
2571,,2,,3105,1
2572,24,,,3106,0
2573,12,,,3107,0
2574,16,,,3108,0
2575,12,,,3109,0
2576,12,,,3110,0
2577,16,,,3111,0
2578,24,,,3116,0
2579,12,,,3117,0
2580,12,,,3118,0
2581,25,,,3119,0
2582,12,,,3121,0
2583,25,,,3122,0
2584,25,,,3123,0
2585,,2,,3123,1
2586,26,,,3124,0
2587,12,,,3125,0
2588,19,,,3130,0
2589,23,,,3131,0
2590,12,,,3132,0
2591,25,,,3133,0
2592,,3,,3133,1
2593,26,,,3134,0
2594,12,,,3135,0
2595,17,,,3138,0
2596,26,,,3138,1
2597,17,,,3139,0
2598,25,,,3140,0
2599,16,,,3141,0
2600,12,,,3143,0
2601,17,,,3146,0
2602,16,,,3151,0
2603,24,,,3152,0
2604,12,,,3153,0
2605,24,,,3154,0
2606,12,,,3156,0
2607,24,,,3157,0
2608,,2,,3157,1
2609,12,,,3158,0
2610,12,,,3159,0
2611,25,,,3162,0
2612,12,,,3163,0
2613,12,,,3165,0
2614,25,,,3166,0
2615,24,,,3168,0
2616,,1,,3168,1
2617,16,,,3169,0
2618,12,,,3171,0
2619,26,,,3174,0
2620,17,,,3174,1
2621,12,,,3175,0
2622,12,,,3178,0
2623,12,,,3179,0
2624,25,,,3183,0
2625,,2,,3183,1
2626,26,,,3184,0
2627,12,,,3186,0
2628,16,,,3189,0
2629,,1,,3189,1
2630,12,,,3190,0
2631,12,,,3191,0
2632,16,,,3194,0
2633,,1,,3194,1
2634,24,,,3195,0
2635,12,,,3197,0
2636,19,,,3198,0
2637,,2,,3198,1
2638,19,,,3199,0
2639,12,,,3200,0
2640,24,,,3203,0
2641,13,,,3206,0
2642,16,,,3206,1
2643,13,,,3207,0
2644,,1,,3207,1
2645,13,,,3208,0
2646,12,,,3210,0
2647,25,,,3211,0
2648,,2,,3211,1
2649,13,,,3212,0
2650,12,,,3214,0
2651,19,,,3215,0
2652,19,,,3218,0
2653,13,,,3220,0
2654,,1,,3220,1
