STATDATA,PLAYER,NUMERICALDATA,TIME,STAT,DATAINDEX
10978,8,,,13815,0
10979,12,,,13817,0
10980,12,,,13818,0
10981,3,,,13820,0
10982,,2,,13820,1
10983,7,,,13821,0
10984,12,,,13822,0
10985,5,,,13823,0
10986,,1,,13823,1
10987,7,,,13824,0
10988,12,,,13825,0
10989,10,,,13826,0
10990,7,,,13827,0
10992,11,,,13830,0
10993,12,,,13831,0
10994,11,,,13832,0
10995,11,,,13833,0
10996,3,,,13834,0
10997,,2,,13834,1
10998,9,,,13835,0
10999,12,,,13837,0
11000,3,,,13838,0
11001,,0,,13838,1
11002,5,,,13840,0
11003,,1,,13840,1
11004,9,,,13841,0
11005,12,,,13842,0
11007,7,,,13846,0
11008,7,,,13848,0
11009,5,,,13849,0
11010,,3,,13849,1
11011,11,,,13850,0
11012,12,,,13851,0
11013,13,,,13852,0
11014,11,,,13853,0
11015,12,,,13855,0
11016,7,,,13856,0
11017,12,,,13857,0
11018,12,,,13858,0
11019,11,,,13859,0
11020,9,,,13859,1
11021,11,,,13862,0
11022,1,,,13862,1
11023,3,,,13862,2
11024,4,,,13862,3
11025,2,,,13862,4
11026,7,,,13862,5
11027,2,,,13863,0
11028,5,,,13864,0
11029,,1,,13864,1
11030,3,,,13865,0
11031,2,,,13866,0
11032,1,,,13867,0
11033,3,,,13868,0
11034,2,,,13870,0
11035,7,,,13871,0
11036,,3,,13871,1
11037,11,,,13872,0
11038,2,,,13874,0
11039,5,,,13875,0
11040,7,,,13876,0
11041,7,,,13878,0
11042,,3,,13878,1
11043,4,,,13879,0
11044,2,,,13880,0
11045,1,,,13883,0
11046,1,,,13886,0
11047,2,,,13887,0
11048,1,,,13889,0
11049,3,,,13890,0
11050,7,,,13893,0
11051,,2,,13893,1
11052,3,,,13894,0
11053,2,,,13896,0
11054,3,,,13897,0
11057,3,,,13899,0
11059,3,,,13901,0
11060,1,,,13903,0
11061,,2,,13903,1
11062,2,,,13906,0
11063,5,,,13908,0
11064,,1,,13908,1
11065,2,,,13909,0
11066,2,,,13910,0
11067,7,,,13911,0
11068,2,,,13913,0
11071,4,,,13917,0
11072,7,,,13919,0
11073,,2,,13919,1
11074,7,,,13920,0
11075,2,,,13921,0
11076,3,,,13922,0
11077,1,,,13923,0
11078,2,,,13925,0
11079,2,,,13926,0
11080,5,,,13927,0
11081,7,,,13931,0
11082,1,,,13932,0
11083,,2,,13932,1
11084,3,,,13933,0
11085,2,,,13934,0
11086,7,,,13935,0
11087,3,,,13936,0
11088,2,,,13937,0
11089,7,,,13938,0
11090,11,,,13939,0
11091,2,,,13941,0
11092,7,,,13942,0
11093,5,,,13944,0
11094,,1,,13944,1
11095,11,,,13945,0
11096,3,,,13945,1
11097,5,,,13947,0
11098,4,,,13948,0
11099,3,,,13948,1
11100,5,,,13950,0
11101,5,,,13951,0
11102,3,,,13952,0
11103,2,,,13953,0
11104,4,,,13954,0
11105,5,,,13956,0
11106,4,,,13957,0
11107,4,,,13958,0
11108,2,,,13960,0
11109,5,,,13961,0
11110,5,,,13964,0
11111,7,,,13965,0
11112,3,,,13966,0
11113,2,,,13968,0
11114,5,,,13969,0
11115,7,,,13971,0
11116,,3,,13971,1
11117,4,,,13972,0
11118,2,,,13974,0
11120,1,,,13976,0
11121,1,,,13979,0
11122,1,,,13982,0
11123,1,,,13985,0
11124,7,,,13986,0
11125,2,,,13987,0
11126,4,,,13988,0
11127,2,,,13988,1
11128,3,,,13990,0
11129,2,,,13991,0
11130,3,,,13992,0
11131,2,,,13993,0
11132,4,,,13994,0
11133,7,,,13998,0
11134,,3,,13998,1
11135,4,,,13999,0
11136,2,,,14001,0
11138,3,,,14003,0
11139,3,,,14005,0
11140,4,,,14006,0
11141,7,,,14007,0
11142,2,,,14009,0
11143,3,,,14010,0
11144,7,,,14011,0
11145,3,,,14013,0
11146,,1,,14013,1
11147,1,,,14014,0
11148,2,,,14015,0
11149,5,,,14016,0
11150,7,,,14017,0
11151,2,,,14018,0
11152,5,,,14019,0
11153,7,,,14020,0
11154,2,,,14022,0
11156,7,,,14024,0
11157,7,,,14025,0
11158,,1,,14025,1
11159,1,,,14026,0
11160,2,,,14028,0
11161,2,,,14030,0
11162,5,,,14033,0
11163,5,,,14036,0
11164,7,,,14037,0
11165,,3,,14037,1
11166,1,,,14038,0
11167,2,,,14040,0
11168,5,,,14041,0
11169,7,,,14043,0
11170,,3,,14043,1
11171,4,,,14044,0
11172,2,,,14046,0
11173,1,,,14047,0
11174,7,,,14048,0
11175,3,,,14049,0
11176,2,,,14051,0
11177,1,,,14052,0
11178,3,,,14056,0
11179,7,,,14057,0
11180,3,,,14058,0
11181,2,,,14060,0
11182,3,,,14061,0
11184,3,,,14064,0
11185,7,,,14066,0
11186,,3,,14066,1
11187,4,,,14067,0
11188,2,,,14069,0
11189,4,,,14070,0
11190,2,,,14071,0
11191,2,,,14072,0
11192,2,,,14073,0
11193,4,,,14076,0
11194,2,,,14080,0
11195,7,,,14081,0
11196,5,,,14082,0
11197,1,,,14083,0
11198,2,,,14085,0
11199,5,,,14086,0
11200,,3,,14086,1
11201,11,,,14087,0
11202,2,,,14088,0
11203,5,,,14089,0
11204,,2,,14089,1
11205,11,,,14090,0
11206,2,,,14092,0
11207,7,,,14093,0
11208,11,,,14094,0
11210,7,,,14098,0
11211,5,,,14102,0
11212,7,,,14103,0
11213,4,,,14104,0
11214,7,,,14105,0
11215,,3,,14105,1
11216,1,,,14106,0
11217,2,,,14108,0
11218,5,,,14109,0
11219,1,,,14110,0
11220,7,,,14111,0
11223,3,,,14114,0
11224,2,,,14116,0
11225,5,,,14117,0
11226,3,,,14118,0
11227,7,,,14119,0
11228,2,,,14121,0
11229,7,,,14122,0
11230,,1,,14122,1
11231,7,,,14123,0
11232,4,,,14124,0
11233,2,,,14126,0
11234,1,,,14127,0
11235,3,,,14128,0
11236,3,,,14132,0
11237,5,,,14135,0
11238,,2,,14135,1
11239,8,,,14136,0
11240,2,,,14137,0
11241,4,,,14140,0
11242,11,,,14141,0
11243,4,,,14143,0
11244,2,,,14144,0
11245,3,,,14145,0
11246,8,,,14146,0
11247,2,,,14147,0
11248,4,,,14148,0
11249,4,,,14149,0
11250,,1,,14149,1
11251,8,,,14150,0
11252,2,,,14152,0
11253,4,,,14155,0
11254,8,,,14157,0
11255,,1,,14157,1
11256,2,,,14158,0
11257,2,,,14159,0
11258,10,,,14160,0
11259,8,,,14161,0
11260,5,,,14162,0
11261,8,,,14163,0
11262,2,,,14165,0
11263,3,,,14166,0
11264,,1,,14166,1
11265,3,,,14169,0
11266,,1,,14169,1
11267,8,,,14170,0
11268,2,,,14171,0
11269,6,,,14172,0
11270,5,,,14174,0
11271,,1,,14174,1
11272,3,,,14175,0
11273,3,,,14177,0
11274,,2,,14177,1
11275,8,,,14178,0
11276,2,,,14180,0
11277,3,,,14181,0
11278,,1,,14181,1
11279,3,,,14182,0
11280,2,,,14183,0
11281,10,,,14184,0
11282,7,,,14186,0
11283,,1,,14186,1
11284,7,,,14187,0
11285,2,,,14189,0
11286,2,,,14190,0
11287,6,,,14191,0
11288,5,,,14192,0
11289,7,,,14193,0
11290,2,,,14195,0
11291,2,,,14196,0
11292,2,,,14197,0
11293,12,,,14201,0
11294,3,,,14202,0
11295,,3,,14202,1
11296,1,,,14203,0
11297,12,,,14204,0
11298,3,,,14205,0
11299,7,,,14206,0
11300,12,,,14207,0
11301,5,,,14210,0
11302,4,,,14211,0
11303,5,,,14213,0
11304,5,,,14214,0
11305,3,,,14215,0
11306,12,,,14216,0
11307,5,,,14217,0
11308,3,,,14218,0
11309,12,,,14220,0
11310,5,,,14221,0
11311,5,,,14222,0
11312,1,,,14223,0
11313,12,,,14225,0
11314,5,,,14226,0
11315,,3,,14226,1
11316,4,,,14227,0
11317,12,,,14228,0
11318,3,,,14229,0
11319,7,,,14230,0
11320,12,,,14231,0
11321,5,,,14232,0
11324,4,,,14235,0
11325,,0,,14235,1
11326,5,,,14237,0
11327,,2,,14237,1
11328,3,,,14238,0
11329,12,,,14240,0
11330,1,,,14243,0
11331,1,,,14244,0
11332,3,,,14245,0
11333,12,,,14246,0
11334,1,,,14247,0
11335,3,,,14248,0
11336,12,,,14250,0
11337,1,,,14251,0
11338,4,,,14252,0
11339,4,,,14253,0
11340,1,,,14255,0
11341,7,,,14258,0
11342,,1,,14258,1
11343,1,,,14259,0
11344,12,,,14260,0
11346,5,,,14262,0
11347,5,,,14264,0
11348,,1,,14264,1
11349,12,,,14265,0
11350,12,,,14266,0
11351,1,,,14267,0
11352,7,,,14270,0
11353,,0,,14270,1
11354,7,,,14272,0
11355,,1,,14272,1
11356,1,,,14273,0
11357,12,,,14274,0
11358,4,,,14275,0
11359,7,,,14276,0
11360,5,,,14277,0
11361,3,,,14278,0
11362,12,,,14280,0
11365,3,,,14284,0
11366,1,,,14285,0
11367,3,,,14286,0
11368,12,,,14287,0
11369,3,,,14290,0
11370,4,,,14294,0
11371,3,,,14296,0
11372,,3,,14296,1
11375,1,,,14299,0
11376,1,,,14300,0
11377,7,,,14301,0
11379,7,,,14303,0
11381,14,,,14305,0
11382,3,,,14306,0
11384,7,,,14310,0
11385,,3,,14310,1
11386,11,,,14311,0
11388,3,,,14313,0
11389,3,,,14314,0
11391,11,,,14317,0
11392,12,,,14318,0
11393,12,,,14319,0
11394,12,,,14320,0
11395,12,,,14321,0
11396,12,,,14323,0
11397,12,,,14325,0
11398,12,,,14326,0
11399,11,,,14327,0
11400,7,,,14327,1
11401,12,,,14329,0
11402,12,,,14332,0
11403,11,,,14333,0
11404,3,,,14336,0
11405,,1,,14336,1
11406,1,,,14337,0
11407,12,,,14338,0
11408,3,,,14339,0
11409,11,,,14340,0
11410,12,,,14342,0
11411,7,,,14343,0
11412,,3,,14343,1
11413,1,,,14344,0
11414,12,,,14346,0
11416,7,,,14348,0
11417,7,,,14350,0
11418,14,,,14351,0
11419,,1,,14351,1
11420,3,,,14352,0
11421,12,,,14353,0
11422,7,,,14354,0
11423,3,,,14355,0
11424,12,,,14356,0
11425,11,,,14357,0
11426,7,,,14359,0
11428,7,,,14363,0
11430,2,,,14366,0
11431,7,,,14373,0
11432,,2,,14373,1
11433,3,,,14374,0
11434,2,,,14376,0
11435,1,,,14377,0
11436,1,,,14380,0
11437,3,,,14381,0
11438,1,,,14383,0
11439,5,,,14384,0
11440,4,,,14385,0
11441,2,,,14386,0
11442,3,,,14391,0
11443,3,,,14394,0
11444,2,,,14396,0
11445,4,,,14396,1
11446,3,,,14398,0
11447,7,,,14399,0
11450,3,,,14402,0
11451,2,,,14404,0
11452,3,,,14405,0
11453,,3,,14405,1
11454,4,,,14406,0
11455,2,,,14407,0
11456,1,,,14408,0
11457,7,,,14409,0
11458,2,,,14411,0
11459,12,,,14412,0
11460,13,,,14412,1
11461,23,,,14412,2
11462,20,,,14412,3
11463,15,,,14412,4
11464,19,,,14412,5
11465,15,,,14418,0
11466,,3,,14418,1
11467,13,,,14419,0
11468,12,,,14420,0
11469,13,,,14421,0
11470,12,,,14423,0
11471,13,,,14424,0
11472,,2,,14424,1
11473,13,,,14425,0
11474,12,,,14427,0
11475,13,,,14428,0
11476,,3,,14428,1
11477,19,,,14429,0
11478,12,,,14431,0
11479,12,,,14432,0
11480,15,,,14433,0
11481,12,,,14436,0
11482,19,,,14437,0
11483,15,,,14439,0
11484,,0,,14439,1
11485,14,,,14441,0
11486,,2,,14441,1
11487,13,,,14442,0
11488,12,,,14443,0
11489,13,,,14444,0
11490,12,,,14445,0
11491,13,,,14446,0
11492,12,,,14447,0
11493,19,,,14448,0
11494,12,,,14449,0
11495,13,,,14452,0
11496,14,,,14454,0
11497,,2,,14454,1
11498,13,,,14455,0
11499,12,,,14457,0
11500,13,,,14458,0
11501,,3,,14458,1
11502,19,,,14459,0
11503,12,,,14461,0
11504,19,,,14462,0
11505,12,,,14465,0
11506,19,,,14466,0
11507,19,,,14467,0
11508,12,,,14469,0
11509,17,,,14474,0
11510,20,,,14474,1
11511,17,,,14475,0
11512,17,,,14478,0
11513,15,,,14479,0
11514,12,,,14480,0
11515,13,,,14488,0
11516,,3,,14488,1
11517,23,,,14489,0
11519,12,,,14495,0
11520,15,,,14497,0
11521,14,,,14499,0
11522,,3,,14499,1
11523,23,,,14500,0
11524,12,,,14502,0
11525,14,,,14503,0
11526,15,,,14508,0
11527,,2,,14508,1
11528,19,,,14509,0
11529,12,,,14510,0
11530,20,,,14513,0
11531,17,,,14513,1
11532,12,,,14514,0
11533,15,,,14515,0
11534,13,,,14516,0
11535,12,,,14517,0
11536,14,,,14518,0
11537,12,,,14520,0
11538,15,,,14521,0
11539,,3,,14521,1
11540,19,,,14522,0
11541,12,,,14523,0
11542,15,,,14526,0
11543,,2,,14526,1
11544,13,,,14527,0
11545,12,,,14529,0
11546,13,,,14530,0
11547,13,,,14533,0
11548,14,,,14534,0
11549,14,,,14536,0
11550,,2,,14536,1
11551,15,,,14537,0
11552,12,,,14539,0
11553,19,,,14542,0
11554,23,,,14543,0
11555,12,,,14544,0
11556,15,,,14545,0
11557,12,,,14547,0
11558,15,,,14548,0
11559,,1,,14548,1
11560,14,,,14549,0
11561,12,,,14550,0
11562,12,,,14552,0
11563,13,,,14553,0
11564,,3,,14553,1
11565,15,,,14554,0
11566,12,,,14556,0
11567,17,,,14557,0
11568,20,,,14557,1
11569,17,,,14558,0
11570,13,,,14559,0
11571,12,,,14560,0
11572,13,,,14563,0
11573,,2,,14563,1
11574,23,,,14564,0
11575,12,,,14566,0
11576,15,,,14567,0
11577,15,,,14568,0
11578,12,,,14569,0
11579,14,,,14570,0
11580,14,,,14572,0
11581,,3,,14572,1
11582,15,,,14573,0
11583,13,,,14574,0
11584,12,,,14576,0
11585,12,,,14577,0
11586,13,,,14577,1
11587,19,,,14577,2
11588,20,,,14577,3
11589,15,,,14577,4
11590,23,,,14577,5
11591,12,,,14578,0
11592,12,,,14579,0
11593,19,,,14580,0
11594,12,,,14581,0
11595,12,,,14583,0
11596,14,,,14584,0
11597,12,,,14586,0
11598,14,,,14587,0
11599,,3,,14587,1
11600,19,,,14588,0
11601,12,,,14590,0
11602,13,,,14591,0
11603,20,,,14592,0
11604,12,,,14593,0
11605,13,,,14596,0
11606,13,,,14597,0
11607,15,,,14598,0
11608,12,,,14599,0
11609,13,,,14602,0
11610,19,,,14605,0
11611,17,,,14612,0
11612,20,,,14612,1
11614,17,,,14614,0
11615,15,,,14618,0
11616,13,,,14619,0
11617,12,,,14620,0
11618,13,,,14621,0
11619,12,,,14623,0
11620,14,,,14624,0
11621,,3,,14624,1
11622,23,,,14625,0
11623,12,,,14627,0
11624,14,,,14628,0
11625,,3,,14628,1
11626,13,,,14629,0
11627,12,,,14630,0
11628,15,,,14631,0
11629,12,,,14632,0
11630,14,,,14635,0
11631,14,,,14636,0
11632,14,,,14637,0
11633,13,,,14638,0
11634,12,,,14640,0
11635,13,,,14643,0
11636,,3,,14643,1
11637,19,,,14644,0
11638,12,,,14646,0
11639,20,,,14647,0
11640,17,,,14647,1
11641,12,,,14648,0
11642,14,,,14649,0
11643,13,,,14650,0
11644,12,,,14652,0
11645,12,,,14653,0
11646,13,,,14654,0
11647,19,,,14654,1
11648,12,,,14656,0
11649,13,,,14657,0
11650,12,,,14659,0
11651,14,,,14660,0
11652,,2,,14660,1
11653,20,,,14661,0
11654,12,,,14662,0
11655,13,,,14665,0
11656,19,,,14666,0
11657,12,,,14667,0
11658,19,,,14668,0
11659,12,,,14670,0
11660,13,,,14671,0
11661,,2,,14671,1
11662,15,,,14672,0
11663,12,,,14673,0
11664,13,,,14674,0
11665,12,,,14675,0
11666,14,,,14678,0
11667,,3,,14678,1
11668,15,,,14680,0
11669,12,,,14681,0
11670,19,,,14682,0
11671,12,,,14683,0
11672,19,,,14686,0
11673,15,,,14687,0
11675,15,,,14689,0
11677,12,,,14693,0
11678,12,,,14694,0
11679,23,,,14698,0
11680,12,,,14699,0
11681,17,,,14702,0
11682,20,,,14702,1
11683,17,,,14703,0
11684,15,,,14704,0
11685,12,,,14705,0
11686,17,,,14708,0
11687,23,,,14711,0
11688,12,,,14712,0
11689,17,,,14715,0
11690,,3,,14715,1
11691,15,,,14716,0
11692,12,,,14718,0
11693,15,,,14719,0
11694,,3,,14719,1
11695,23,,,14720,0
11696,12,,,14722,0
11697,21,,,14725,0
11698,15,,,14725,1
11699,21,,,14728,0
11700,21,,,14731,0
11701,21,,,14733,0
11702,23,,,14734,0
11703,12,,,14736,0
11704,13,,,14737,0
11705,12,,,14739,0
11706,14,,,14740,0
11707,12,,,14744,0
11708,14,,,14747,0
11709,,2,,14747,1
11710,13,,,14748,0
11711,12,,,14750,0
11712,15,,,14751,0
11713,21,,,14751,1
11714,13,,,14752,0
11715,12,,,14754,0
11716,19,,,14757,0
11717,12,,,14760,0
11718,13,,,14760,1
11719,19,,,14760,2
11720,20,,,14760,3
11721,15,,,14760,4
11722,23,,,14760,5
11723,12,,,14761,0
11724,15,,,14762,0
11725,,2,,14762,1
11726,19,,,14763,0
11727,12,,,14764,0
11728,15,,,14773,0
11729,,3,,14773,1
11730,19,,,14774,0
11731,12,,,14775,0
11732,12,,,14776,0
11733,19,,,14776,1
11734,12,,,14778,0
11735,12,,,14781,0
11736,14,,,14782,0
11737,13,,,14783,0
11738,12,,,14785,0
11739,12,,,14786,0
11740,12,,,14789,0
11741,19,,,14790,0
11742,12,,,14792,0
11743,14,,,14793,0
11744,13,,,14794,0
11745,12,,,14795,0
11746,15,,,14798,0
11747,,2,,14798,1
11748,13,,,14799,0
11749,12,,,14800,0
11750,13,,,14801,0
11751,12,,,14803,0
11752,15,,,14804,0
11753,,2,,14804,1
11754,13,,,14805,0
11755,12,,,14806,0
11756,19,,,14807,0
11757,12,,,14809,0
11758,13,,,14810,0
11759,13,,,14813,0
11760,14,,,14814,0
11761,14,,,14816,0
11762,,2,,14816,1
11763,19,,,14817,0
11764,19,,,14819,0
11765,14,,,14821,0
11766,,2,,14821,1
11767,15,,,14822,0
11768,12,,,14824,0
11769,13,,,14827,0
11770,,2,,14827,1
11771,15,,,14828,0
11772,12,,,14830,0
11773,17,,,14831,0
11774,14,,,14832,0
11775,13,,,14833,0
11776,12,,,14834,0
11777,12,,,14835,0
11778,12,,,14836,0
11779,14,,,14839,0
11780,,3,,14839,1
11781,12,,,14840,0
11782,12,,,14841,0
11783,23,,,14842,0
11784,12,,,14843,0
11785,15,,,14846,0
11786,,2,,14846,1
11787,13,,,14847,0
11788,12,,,14848,0
11789,15,,,14853,0
11790,12,,,14854,0
11791,12,,,14855,0
11792,15,,,14858,0
11793,15,,,14861,0
11794,,3,,14861,1
11795,23,,,14862,0
11796,12,,,14863,0
11797,14,,,14864,0
11798,,2,,14864,1
11799,14,,,14867,0
11800,13,,,14868,0
11801,12,,,14869,0
11802,2,,,14872,0
11803,11,,,14873,0
11804,1,,,14873,1
11805,3,,,14873,2
11806,4,,,14873,3
11807,2,,,14873,4
11808,7,,,14873,5
11809,7,,,14874,0
11810,,1,,14874,1
11811,3,,,14875,0
11812,2,,,14877,0
11813,7,,,14878,0
11814,,2,,14878,1
11815,11,,,14879,0
11816,2,,,14881,0
11817,7,,,14882,0
11818,,1,,14882,1
11819,7,,,14883,0
11820,2,,,14884,0
11821,5,,,14887,0
11822,5,,,14890,0
11823,4,,,14891,0
11824,5,,,14893,0
11825,5,,,14894,0
11826,7,,,14896,0
11827,,2,,14896,1
11828,4,,,14897,0
11829,2,,,14898,0
11830,4,,,14899,0
11831,2,,,14901,0
11832,1,,,14902,0
11833,5,,,14903,0
11834,,3,,14903,1
11835,3,,,14904,0
11836,2,,,14906,0
11837,1,,,14907,0
11838,5,,,14908,0
11839,,3,,14908,1
11840,4,,,14909,0
11841,2,,,14911,0
11842,1,,,14912,0
11843,5,,,14913,0
11844,,3,,14913,1
11847,2,,,14917,0
11848,2,,,14919,0
11849,1,,,14920,0
11850,2,,,14921,0
11851,3,,,14922,0
11852,2,,,14923,0
11853,4,,,14924,0
11854,3,,,14925,0
11855,2,,,14926,0
11856,1,,,14929,0
11857,7,,,14930,0
11858,3,,,14931,0
11859,2,,,14933,0
11860,1,,,14934,0
11861,1,,,14936,0
11862,1,,,14937,0
11863,3,,,14939,0
11864,,2,,14939,1
11865,4,,,14940,0
11866,2,,,14942,0
11868,3,,,14944,0
11869,7,,,14946,0
11870,,3,,14946,1
11871,7,,,14947,0
11872,2,,,14949,0
11873,4,,,14950,0
11874,1,,,14951,0
11875,,2,,14951,1
11876,7,,,14952,0
11877,2,,,14954,0
11878,4,,,14955,0
11879,5,,,14957,0
11880,,0,,14957,1
11881,3,,,14959,0
11882,,3,,14959,1
11883,11,,,14960,0
11884,2,,,14962,0
11885,2,,,14963,0
11886,3,,,14964,0
11887,7,,,14965,0
11888,2,,,14967,0
11889,2,,,14968,0
11890,5,,,14969,0
11891,11,,,14970,0
11892,2,,,14972,0
11893,2,,,14973,0
11894,5,,,14974,0
11895,5,,,14976,0
11896,,1,,14976,1
11897,7,,,14977,0
11900,2,,,14981,0
11901,7,,,14982,0
11902,5,,,14986,0
11903,7,,,14987,0
11904,2,,,14988,0
11905,3,,,14990,0
11906,,1,,14990,1
11907,3,,,14991,0
11908,2,,,14993,0
11909,1,,,14994,0
11910,7,,,14995,0
11911,4,,,14996,0
11912,2,,,14998,0
11913,1,,,14999,0
11914,1,,,15002,0
11915,7,,,15003,0
11916,1,,,15004,0
11917,2,,,15005,0
11918,1,,,15006,0
11919,3,,,15007,0
11920,2,,,15009,0
11921,3,,,15012,0
11924,4,,,15015,0
11925,3,,,15017,0
11926,7,,,15019,0
11927,,3,,15019,1
11928,4,,,15020,0
11929,2,,,15022,0
11930,4,,,15023,0
11931,5,,,15025,0
11932,,1,,15025,1
11933,1,,,15026,0
11934,2,,,15028,0
11936,2,,,15030,0
11937,7,,,15032,0
11938,11,,,15032,1
11939,1,,,15032,2
11940,3,,,15032,3
11941,4,,,15032,4
11942,2,,,15032,5
11943,7,,,15033,0
11944,7,,,15034,0
11946,3,,,15036,0
11947,3,,,15037,0
11948,2,,,15039,0
11949,5,,,15040,0
11950,,1,,15040,1
11951,7,,,15041,0
11952,2,,,15042,0
11953,2,,,15043,0
11954,2,,,15044,0
11955,7,,,15045,0
11956,2,,,15047,0
11957,5,,,15050,0
11958,3,,,15053,0
11959,,2,,15053,1
11960,3,,,15054,0
11961,2,,,15055,0
11962,3,,,15056,0
11963,2,,,15057,0
11964,1,,,15060,0
11965,2,,,15061,0
11966,7,,,15062,0
11967,3,,,15063,0
11968,2,,,15065,0
11969,1,,,15066,0
11970,5,,,15067,0
11971,7,,,15069,0
11972,,2,,15069,1
11973,4,,,15070,0
11974,2,,,15071,0
11975,3,,,15076,0
11976,3,,,15078,0
11977,7,,,15080,0
11978,,3,,15080,1
11979,2,,,15081,0
11980,2,,,15082,0
11981,1,,,15083,0
11982,3,,,15084,0
11983,2,,,15086,0
11985,4,,,15088,0
11986,2,,,15092,0
11987,3,,,15095,0
11989,3,,,15097,0
11992,2,,,15105,0
11993,5,,,15107,0
11994,,1,,15107,1
11995,4,,,15108,0
11996,2,,,15109,0
11997,2,,,15110,0
11998,2,,,15111,0
11999,7,,,15112,0
12000,2,,,15114,0
12001,3,,,15115,0
12002,,2,,15115,1
12003,7,,,15116,0
12004,2,,,15118,0
12005,7,,,15119,0
12006,2,,,15120,0
12007,2,,,15121,0
12008,7,,,15124,0
12009,,3,,15124,1
12010,11,,,15125,0
12011,2,,,15127,0
12012,5,,,15128,0
12013,2,,,15129,0
12014,2,,,15130,0
12015,3,,,15131,0
12016,2,,,15133,0
12017,5,,,15134,0
12018,4,,,15135,0
12019,7,,,15138,0
12020,,2,,15138,1
12021,3,,,15139,0
12022,2,,,15141,0
12023,5,,,15142,0
12024,,2,,15142,1
12025,4,,,15143,0
12026,2,,,15145,0
12027,1,,,15146,0
12028,4,,,15147,0
12029,5,,,15148,0
12030,3,,,15152,0
12031,5,,,15155,0
12032,,3,,15155,1
12033,7,,,15156,0
12034,2,,,15157,0
12035,3,,,15158,0
12036,2,,,15159,0
12037,1,,,15160,0
12038,3,,,15161,0
12039,2,,,15162,0
12040,7,,,15165,0
12041,,3,,15165,1
12042,4,,,15166,0
12043,2,,,15168,0
12044,7,,,15169,0
12045,,3,,15169,1
12046,2,,,15170,0
12047,2,,,15171,0
12048,4,,,15172,0
12049,5,,,15173,0
12050,3,,,15174,0
12051,2,,,15175,0
12052,4,,,15178,0
12054,11,,,15180,0
12055,7,,,15180,1
12056,11,,,15182,0
12057,4,,,15184,0
12058,3,,,15187,0
12059,,1,,15187,1
12060,7,,,15188,0
12061,2,,,15189,0
12062,11,,,15190,0
12063,2,,,15192,0
12065,1,,,15194,0
12066,2,,,15197,0
12067,5,,,15200,0
12068,,3,,15200,1
12069,11,,,15201,0
12070,2,,,15202,0
12071,5,,,15203,0
12072,7,,,15204,0
12073,2,,,15206,0
12075,7,,,15208,0
12076,7,,,15210,0
12077,11,,,15211,0
12078,11,,,15212,0
12079,7,,,15213,0
12080,,3,,15213,1
12081,3,,,15214,0
12082,2,,,15215,0
12083,5,,,15216,0
12084,5,,,15218,0
12085,,2,,15218,1
12086,1,,,15219,0
12087,2,,,15221,0
12088,5,,,15222,0
12089,4,,,15223,0
12090,5,,,15224,0
12091,5,,,15226,0
12092,,1,,15226,1
12093,1,,,15227,0
12094,2,,,15228,0
12095,7,,,15229,0
12096,3,,,15230,0
12097,2,,,15231,0
12098,7,,,15232,0
12099,3,,,15233,0
12100,2,,,15234,0
12101,4,,,15235,0
12102,3,,,15235,1
12103,1,,,15237,0
12104,3,,,15238,0
12105,1,,,15240,0
12106,5,,,15241,0
12107,7,,,15243,0
12108,,3,,15243,1
12109,3,,,15244,0
12110,2,,,15246,0
12111,3,,,15247,0
12112,5,,,15248,0
12113,3,,,15249,0
12114,2,,,15250,0
12115,2,,,15252,0
12116,3,,,15253,0
12117,11,,,15256,0
12118,1,,,15256,1
12119,3,,,15256,2
12120,4,,,15256,3
12121,2,,,15256,4
12122,7,,,15256,5
12123,2,,,15257,0
12124,7,,,15258,0
12125,,3,,15258,1
12126,1,,,15259,0
12127,2,,,15260,0
12128,1,,,15261,0
12129,2,,,15263,0
12130,7,,,15264,0
12131,7,,,15265,0
12132,3,,,15266,0
12133,2,,,15267,0
12134,2,,,15268,0
12135,2,,,15269,0
12136,1,,,15270,0
12137,2,,,15271,0
12138,1,,,15272,0
12139,5,,,15275,0
12140,1,,,15278,0
12141,2,,,15279,0
12142,1,,,15282,0
12143,2,,,15283,0
12144,1,,,15285,0
12145,7,,,15286,0
12148,3,,,15289,0
12150,7,,,15292,0
12151,,1,,15292,1
12152,2,,,15294,0
12153,3,,,15295,0
12154,4,,,15296,0
12155,3,,,15298,0
12156,5,,,15299,0
12157,,2,,15299,1
12158,4,,,15300,0
12159,2,,,15302,0
12160,7,,,15303,0
12161,,2,,15303,1
12162,3,,,15304,0
12163,2,,,15306,0
12164,5,,,15307,0
12165,,3,,15307,1
12166,7,,,15308,0
12167,2,,,15309,0
12168,1,,,15310,0
12169,7,,,15311,0
12170,2,,,15313,0
12171,4,,,15314,0
12172,3,,,15315,0
12173,5,,,15317,0
12174,,3,,15317,1
12175,7,,,15318,0
12176,2,,,15319,0
12177,1,,,15320,0
12178,2,,,15323,0
12179,5,,,15324,0
12180,7,,,15326,0
12181,,2,,15326,1
12182,7,,,15327,0
12183,2,,,15329,0
12184,5,,,15330,0
12185,,3,,15330,1
12189,5,,,15335,0
12190,,1,,15335,1
12191,7,,,15336,0
12193,5,,,15338,0
12194,3,,,15339,0
12196,2,,,15341,0
12198,11,,,15345,0
12202,11,,,15351,0
12203,2,,,15352,0
